Request id,Pickup point,Driver id,Status,Request time,Drop time,Request time-date,Drop time-date
4558,City,196,Cancelled,09:51:06,NA,14-07-2016,NA
5494,City,196,Cancelled,04:56:11,NA,15-07-2016,NA
5501,City,196,Cancelled,05:07:36,NA,15-07-2016,NA
526,City,197,Cancelled,09:46:00,NA,11-07-2016,NA
1887,City,197,Cancelled,10:08:00,NA,12-07-2016,NA
2944,City,197,Cancelled,06:33:43,NA,13-07-2016,NA
4413,City,197,Cancelled,08:07:44,NA,14-07-2016,NA
4420,City,197,Cancelled,08:13:50,NA,14-07-2016,NA
5486,City,197,Cancelled,04:51:17,NA,15-07-2016,NA
6010,City,197,Cancelled,12:25:21,NA,15-07-2016,NA
277,City,198,Cancelled,06:59:00,NA,11-07-2016,NA
2148,City,198,Cancelled,17:22:00,NA,12-07-2016,NA
2802,City,198,Cancelled,04:51:42,NA,13-07-2016,NA
4445,City,198,Cancelled,08:36:44,NA,14-07-2016,NA
546,City,199,Cancelled,10:04:00,NA,11-07-2016,NA
1115,Airport,199,Cancelled,20:23:00,NA,11-07-2016,NA
3177,City,199,Cancelled,09:13:12,NA,13-07-2016,NA
5587,City,199,Cancelled,05:58:50,NA,15-07-2016,NA
5628,City,199,Cancelled,06:34:40,NA,15-07-2016,NA
6173,City,199,Cancelled,16:45:26,NA,15-07-2016,NA
383,City,200,Cancelled,08:21:00,NA,11-07-2016,NA
749,Airport,200,Cancelled,15:48:00,NA,11-07-2016,NA
5733,City,200,Cancelled,07:51:13,NA,15-07-2016,NA
18,City,201,Cancelled,01:16:00,NA,11-07-2016,NA
2125,Airport,201,Cancelled,16:52:00,NA,12-07-2016,NA
5522,City,201,Cancelled,05:21:37,NA,15-07-2016,NA
5895,City,201,Cancelled,09:49:21,NA,15-07-2016,NA
192,City,202,Cancelled,05:56:00,NA,11-07-2016,NA
1469,City,202,Cancelled,05:05:00,NA,12-07-2016,NA
1486,City,202,Cancelled,05:20:00,NA,12-07-2016,NA
2971,City,202,Cancelled,06:53:00,NA,13-07-2016,NA
4331,City,202,Cancelled,07:10:46,NA,14-07-2016,NA
1739,City,203,Cancelled,08:30:00,NA,12-07-2016,NA
5679,City,203,Cancelled,07:09:12,NA,15-07-2016,NA
5750,City,203,Cancelled,08:03:18,NA,15-07-2016,NA
5856,City,203,Cancelled,09:08:43,NA,15-07-2016,NA
6033,Airport,203,Cancelled,12:55:58,NA,15-07-2016,NA
119,City,204,Cancelled,05:10:00,NA,11-07-2016,NA
641,City,204,Cancelled,12:31:00,NA,11-07-2016,NA
3144,City,204,Cancelled,08:55:43,NA,13-07-2016,NA
3404,Airport,204,Cancelled,15:18:33,NA,13-07-2016,NA
4185,City,204,Cancelled,05:16:42,NA,14-07-2016,NA
5918,City,204,Cancelled,10:01:19,NA,15-07-2016,NA
98,City,205,Cancelled,04:58:00,NA,11-07-2016,NA
1541,City,205,Cancelled,06:04:00,NA,12-07-2016,NA
2872,City,205,Cancelled,05:41:43,NA,13-07-2016,NA
3498,City,205,Cancelled,17:36:54,NA,13-07-2016,NA
5646,City,205,Cancelled,06:52:54,NA,15-07-2016,NA
5656,City,205,Cancelled,06:54:05,NA,15-07-2016,NA
130,City,206,Cancelled,05:12:00,NA,11-07-2016,NA
268,City,206,Cancelled,06:52:00,NA,11-07-2016,NA
644,Airport,206,Cancelled,12:29:00,NA,11-07-2016,NA
1572,City,206,Cancelled,06:22:00,NA,12-07-2016,NA
1619,City,206,Cancelled,06:53:00,NA,12-07-2016,NA
1668,City,206,Cancelled,07:35:00,NA,12-07-2016,NA
1707,City,206,Cancelled,08:10:00,NA,12-07-2016,NA
2113,Airport,206,Cancelled,16:29:00,NA,12-07-2016,NA
4581,City,206,Cancelled,10:04:38,NA,14-07-2016,NA
5626,City,206,Cancelled,06:33:43,NA,15-07-2016,NA
4255,City,207,Cancelled,06:08:00,NA,14-07-2016,NA
5794,City,207,Cancelled,08:38:36,NA,15-07-2016,NA
6103,Airport,208,Cancelled,14:52:59,NA,15-07-2016,NA
302,City,209,Cancelled,07:17:00,NA,11-07-2016,NA
1137,City,209,Cancelled,20:32:00,NA,11-07-2016,NA
4304,City,209,Cancelled,06:50:42,NA,14-07-2016,NA
1702,City,210,Cancelled,08:02:00,NA,12-07-2016,NA
1762,City,210,Cancelled,08:50:00,NA,12-07-2016,NA
2373,Airport,210,Cancelled,19:36:00,NA,12-07-2016,NA
3005,City,210,Cancelled,07:15:35,NA,13-07-2016,NA
3131,City,210,Cancelled,08:40:50,NA,13-07-2016,NA
3883,Airport,210,Cancelled,21:56:05,NA,13-07-2016,NA
6131,Airport,210,Cancelled,15:38:23,NA,15-07-2016,NA
6302,Airport,210,Cancelled,18:29:19,NA,15-07-2016,NA
6538,Airport,210,Cancelled,20:54:55,NA,15-07-2016,NA
244,City,211,Cancelled,06:31:00,NA,11-07-2016,NA
1216,Airport,211,Cancelled,21:32:00,NA,11-07-2016,NA
4154,City,211,Cancelled,05:07:00,NA,14-07-2016,NA
393,City,212,Cancelled,08:27:00,NA,11-07-2016,NA
419,City,212,Cancelled,08:42:00,NA,11-07-2016,NA
4311,City,212,Cancelled,06:52:50,NA,14-07-2016,NA
4404,City,212,Cancelled,07:55:00,NA,14-07-2016,NA
5675,City,212,Cancelled,07:08:58,NA,15-07-2016,NA
193,City,213,Cancelled,05:58:00,NA,11-07-2016,NA
1825,City,213,Cancelled,09:35:00,NA,12-07-2016,NA
3111,City,213,Cancelled,08:31:41,NA,13-07-2016,NA
4160,City,213,Cancelled,05:05:12,NA,14-07-2016,NA
2846,City,214,Cancelled,05:24:17,NA,13-07-2016,NA
3163,City,214,Cancelled,09:04:03,NA,13-07-2016,NA
3446,City,214,Cancelled,16:39:36,NA,13-07-2016,NA
4543,City,214,Cancelled,09:36:37,NA,14-07-2016,NA
4800,Airport,214,Cancelled,16:59:22,NA,14-07-2016,NA
107,City,215,Cancelled,05:02:00,NA,11-07-2016,NA
1594,City,215,Cancelled,06:41:00,NA,12-07-2016,NA
1791,City,215,Cancelled,09:08:00,NA,12-07-2016,NA
6050,City,215,Cancelled,13:35:03,NA,15-07-2016,NA
409,City,216,Cancelled,08:34:00,NA,11-07-2016,NA
3137,City,216,Cancelled,08:52:30,NA,13-07-2016,NA
4532,City,216,Cancelled,09:35:38,NA,14-07-2016,NA
5914,City,216,Cancelled,09:58:37,NA,15-07-2016,NA
5618,City,217,Cancelled,06:25:41,NA,15-07-2016,NA
5688,City,217,Cancelled,07:24:11,NA,15-07-2016,NA
6419,City,217,Cancelled,19:47:39,NA,15-07-2016,NA
711,City,218,Cancelled,14:22:00,NA,11-07-2016,NA
4415,City,218,Cancelled,08:11:36,NA,14-07-2016,NA
4544,City,218,Cancelled,09:33:28,NA,14-07-2016,NA
3173,City,219,Cancelled,09:12:19,NA,13-07-2016,NA
6262,Airport,219,Cancelled,18:05:37,NA,15-07-2016,NA
262,City,220,Cancelled,06:41:00,NA,11-07-2016,NA
529,City,220,Cancelled,09:54:00,NA,11-07-2016,NA
1537,City,220,Cancelled,05:55:00,NA,12-07-2016,NA
1788,City,220,Cancelled,09:08:00,NA,12-07-2016,NA
5816,City,220,Cancelled,08:44:58,NA,15-07-2016,NA
3260,City,221,Cancelled,10:13:25,NA,13-07-2016,NA
4008,City,221,Cancelled,23:43:03,NA,13-07-2016,NA
4574,City,221,Cancelled,09:53:19,NA,14-07-2016,NA
1730,City,222,Cancelled,08:25:00,NA,12-07-2016,NA
2448,Airport,222,Cancelled,20:26:00,NA,12-07-2016,NA
4570,City,222,Cancelled,09:51:07,NA,14-07-2016,NA
5529,City,222,Cancelled,05:24:02,NA,15-07-2016,NA
1506,City,223,Cancelled,05:37:00,NA,12-07-2016,NA
2651,City,223,Cancelled,22:56:00,NA,12-07-2016,NA
3185,City,223,Cancelled,09:24:46,NA,13-07-2016,NA
3421,City,223,Cancelled,15:42:36,NA,13-07-2016,NA
291,City,224,Cancelled,07:06:00,NA,11-07-2016,NA
1669,City,224,Cancelled,07:39:00,NA,12-07-2016,NA
3974,City,224,Cancelled,23:04:14,NA,13-07-2016,NA
4349,City,224,Cancelled,07:18:19,NA,14-07-2016,NA
4442,City,224,Cancelled,08:33:10,NA,14-07-2016,NA
5327,Airport,224,Cancelled,22:12:35,NA,14-07-2016,NA
2929,City,225,Cancelled,06:28:41,NA,13-07-2016,NA
3186,City,225,Cancelled,09:28:29,NA,13-07-2016,NA
4211,City,225,Cancelled,05:37:33,NA,14-07-2016,NA
5273,Airport,225,Cancelled,21:29:36,NA,14-07-2016,NA
6445,City,225,Cancelled,20:01:14,NA,15-07-2016,NA
157,City,226,Cancelled,05:38:00,NA,11-07-2016,NA
2813,City,226,Cancelled,05:06:08,NA,13-07-2016,NA
3057,City,226,Cancelled,07:50:41,NA,13-07-2016,NA
4641,City,226,Cancelled,11:39:07,NA,14-07-2016,NA
5884,City,226,Cancelled,09:36:17,NA,15-07-2016,NA
1837,City,227,Cancelled,09:36:00,NA,12-07-2016,NA
4092,City,227,Cancelled,02:55:40,NA,14-07-2016,NA
4222,City,227,Cancelled,05:44:07,NA,14-07-2016,NA
1509,City,228,Cancelled,05:42:00,NA,12-07-2016,NA
3194,City,228,Cancelled,09:35:28,NA,13-07-2016,NA
3541,Airport,228,Cancelled,17:57:13,NA,13-07-2016,NA
1365,City,229,Cancelled,00:09:00,NA,11-07-2016,NA
1834,City,229,Cancelled,09:33:00,NA,12-07-2016,NA
4129,City,229,Cancelled,04:42:23,NA,14-07-2016,NA
4380,City,229,Cancelled,07:47:21,NA,14-07-2016,NA
4434,City,229,Cancelled,08:27:11,NA,14-07-2016,NA
5735,City,229,Cancelled,07:47:23,NA,15-07-2016,NA
6434,Airport,229,Cancelled,19:49:25,NA,15-07-2016,NA
623,Airport,230,Cancelled,12:03:00,NA,11-07-2016,NA
1521,City,230,Cancelled,05:50:00,NA,12-07-2016,NA
2771,City,230,Cancelled,04:24:36,NA,13-07-2016,NA
2873,City,230,Cancelled,05:48:58,NA,13-07-2016,NA
3320,Airport,230,Cancelled,12:21:11,NA,13-07-2016,NA
4571,City,230,Cancelled,09:49:16,NA,14-07-2016,NA
4600,City,230,Cancelled,10:08:30,NA,14-07-2016,NA
5341,City,230,Cancelled,22:34:33,NA,14-07-2016,NA
2435,City,231,Cancelled,20:11:00,NA,12-07-2016,NA
2919,City,231,Cancelled,06:19:03,NA,13-07-2016,NA
4712,City,231,Cancelled,13:23:54,NA,14-07-2016,NA
399,City,232,Cancelled,08:25:00,NA,11-07-2016,NA
2826,City,232,Cancelled,05:13:35,NA,13-07-2016,NA
3090,City,232,Cancelled,08:13:41,NA,13-07-2016,NA
4141,City,232,Cancelled,04:46:40,NA,14-07-2016,NA
5817,City,232,Cancelled,08:46:28,NA,15-07-2016,NA
1156,City,233,Cancelled,20:46:00,NA,11-07-2016,NA
3155,City,233,Cancelled,09:02:43,NA,13-07-2016,NA
5821,City,233,Cancelled,08:54:59,NA,15-07-2016,NA
552,City,234,Cancelled,10:07:00,NA,11-07-2016,NA
589,Airport,234,Cancelled,11:19:00,NA,11-07-2016,NA
3218,City,234,Cancelled,09:49:59,NA,13-07-2016,NA
3287,City,234,Cancelled,11:13:58,NA,13-07-2016,NA
5557,City,234,Cancelled,05:39:51,NA,15-07-2016,NA
5874,City,234,Cancelled,09:21:37,NA,15-07-2016,NA
1117,Airport,235,Cancelled,20:17:00,NA,11-07-2016,NA
2820,City,235,Cancelled,05:14:00,NA,13-07-2016,NA
3083,City,235,Cancelled,08:16:01,NA,13-07-2016,NA
185,City,236,Cancelled,05:43:00,NA,11-07-2016,NA
2922,City,236,Cancelled,06:25:47,NA,13-07-2016,NA
4379,City,236,Cancelled,07:43:57,NA,14-07-2016,NA
1846,City,237,Cancelled,09:43:00,NA,12-07-2016,NA
2778,Airport,237,Cancelled,04:45:54,NA,13-07-2016,NA
4161,City,237,Cancelled,05:06:13,NA,14-07-2016,NA
5702,City,237,Cancelled,07:37:04,NA,15-07-2016,NA
5808,City,237,Cancelled,08:39:56,NA,15-07-2016,NA
298,City,238,Cancelled,07:15:00,NA,11-07-2016,NA
4602,Airport,238,Cancelled,10:13:25,NA,14-07-2016,NA
5650,City,238,Cancelled,06:59:22,NA,15-07-2016,NA
508,City,239,Cancelled,09:40:00,NA,11-07-2016,NA
1419,City,239,Cancelled,03:57:00,NA,12-07-2016,NA
3114,City,239,Cancelled,08:38:20,NA,13-07-2016,NA
309,City,240,Cancelled,07:18:00,NA,11-07-2016,NA
327,City,240,Cancelled,07:33:00,NA,11-07-2016,NA
1491,City,240,Cancelled,05:36:00,NA,12-07-2016,NA
4392,City,240,Cancelled,07:56:17,NA,14-07-2016,NA
5396,City,240,Cancelled,00:54:12,NA,15-07-2016,NA
5767,City,240,Cancelled,08:19:53,NA,15-07-2016,NA
5498,City,241,Cancelled,04:56:28,NA,15-07-2016,NA
5755,City,241,Cancelled,08:05:55,NA,15-07-2016,NA
414,City,242,Cancelled,08:41:00,NA,11-07-2016,NA
1621,City,242,Cancelled,06:56:00,NA,12-07-2016,NA
5288,Airport,242,Cancelled,21:42:19,NA,14-07-2016,NA
1778,City,243,Cancelled,09:01:00,NA,12-07-2016,NA
5266,Airport,243,Cancelled,21:26:44,NA,14-07-2016,NA
5836,City,243,Cancelled,09:02:31,NA,15-07-2016,NA
115,City,244,Cancelled,05:14:00,NA,11-07-2016,NA
4655,City,244,Cancelled,12:04:12,NA,14-07-2016,NA
5590,City,244,Cancelled,06:02:31,NA,15-07-2016,NA
1784,City,245,Cancelled,09:02:00,NA,12-07-2016,NA
3123,City,245,Cancelled,08:39:59,NA,13-07-2016,NA
3330,City,245,Cancelled,12:25:07,NA,13-07-2016,NA
4376,City,245,Cancelled,07:41:41,NA,14-07-2016,NA
4540,City,245,Cancelled,09:38:51,NA,14-07-2016,NA
431,City,246,Cancelled,08:56:00,NA,11-07-2016,NA
1599,City,246,Cancelled,06:39:00,NA,12-07-2016,NA
1725,City,246,Cancelled,08:17:00,NA,12-07-2016,NA
4248,City,246,Cancelled,06:02:41,NA,14-07-2016,NA
133,City,247,Cancelled,05:14:00,NA,11-07-2016,NA
4170,City,247,Cancelled,05:09:42,NA,14-07-2016,NA
6057,Airport,247,Cancelled,13:41:55,NA,15-07-2016,NA
108,City,248,Cancelled,05:09:00,NA,11-07-2016,NA
1798,City,248,Cancelled,09:10:00,NA,12-07-2016,NA
1932,City,248,Cancelled,11:13:00,NA,12-07-2016,NA
5865,City,248,Cancelled,09:18:48,NA,15-07-2016,NA
5981,City,248,Cancelled,11:40:05,NA,15-07-2016,NA
363,City,249,Cancelled,08:02:00,NA,11-07-2016,NA
3153,City,249,Cancelled,09:03:21,NA,13-07-2016,NA
3196,City,249,Cancelled,09:37:26,NA,13-07-2016,NA
3214,City,249,Cancelled,09:46:56,NA,13-07-2016,NA
4171,City,249,Cancelled,05:11:39,NA,14-07-2016,NA
5824,City,249,Cancelled,08:50:27,NA,15-07-2016,NA
1866,City,250,Cancelled,09:52:00,NA,12-07-2016,NA
2958,City,250,Cancelled,06:46:00,NA,13-07-2016,NA
3181,Airport,250,Cancelled,09:19:04,NA,13-07-2016,NA
5833,City,250,Cancelled,08:57:27,NA,15-07-2016,NA
5873,City,250,Cancelled,09:20:40,NA,15-07-2016,NA
415,Airport,251,Cancelled,08:37:00,NA,11-07-2016,NA
4439,City,251,Cancelled,08:27:51,NA,14-07-2016,NA
5761,City,251,Cancelled,08:18:14,NA,15-07-2016,NA
490,City,252,Cancelled,09:33:00,NA,11-07-2016,NA
464,City,253,Cancelled,09:14:00,NA,11-07-2016,NA
725,Airport,253,Cancelled,15:02:00,NA,11-07-2016,NA
2418,Airport,254,Cancelled,20:05:00,NA,12-07-2016,NA
4137,City,254,Cancelled,04:48:41,NA,14-07-2016,NA
780,Airport,255,Cancelled,16:42:00,NA,11-07-2016,NA
1601,City,255,Cancelled,06:43:00,NA,12-07-2016,NA
1831,Airport,255,Cancelled,09:27:00,NA,12-07-2016,NA
5545,City,255,Cancelled,05:27:12,NA,15-07-2016,NA
2782,City,256,Cancelled,04:50:27,NA,13-07-2016,NA
4202,City,256,Cancelled,05:37:41,NA,14-07-2016,NA
4253,City,256,Cancelled,06:02:50,NA,14-07-2016,NA
4669,City,256,Cancelled,12:34:18,NA,14-07-2016,NA
5694,City,256,Cancelled,07:31:03,NA,15-07-2016,NA
5707,City,256,Cancelled,07:32:56,NA,15-07-2016,NA
5795,City,256,Cancelled,08:41:36,NA,15-07-2016,NA
4203,City,257,Cancelled,05:36:28,NA,14-07-2016,NA
5928,City,257,Cancelled,10:07:34,NA,15-07-2016,NA
471,City,258,Cancelled,09:22:00,NA,11-07-2016,NA
4505,City,258,Cancelled,09:09:33,NA,14-07-2016,NA
5876,City,258,Cancelled,09:27:22,NA,15-07-2016,NA
332,City,259,Cancelled,07:40:00,NA,11-07-2016,NA
1734,City,259,Cancelled,08:25:00,NA,12-07-2016,NA
3202,City,259,Cancelled,09:41:02,NA,13-07-2016,NA
4232,City,259,Cancelled,05:55:47,NA,14-07-2016,NA
6608,Airport,259,Cancelled,21:46:57,NA,15-07-2016,NA
1703,City,260,Cancelled,08:05:00,NA,12-07-2016,NA
3001,City,260,Cancelled,07:15:27,NA,13-07-2016,NA
3149,City,260,Cancelled,08:55:18,NA,13-07-2016,NA
4496,City,260,Cancelled,09:02:24,NA,14-07-2016,NA
1591,City,261,Cancelled,06:28:00,NA,12-07-2016,NA
1876,City,261,Cancelled,10:01:00,NA,12-07-2016,NA
4169,City,261,Cancelled,05:12:56,NA,14-07-2016,NA
4512,City,261,Cancelled,09:15:30,NA,14-07-2016,NA
2895,City,262,Cancelled,06:02:04,NA,13-07-2016,NA
4330,City,262,Cancelled,07:13:49,NA,14-07-2016,NA
4801,City,262,Cancelled,16:59:11,NA,14-07-2016,NA
5787,City,262,Cancelled,08:30:20,NA,15-07-2016,NA
743,City,263,Cancelled,15:37:00,NA,11-07-2016,NA
3704,Airport,263,Cancelled,19:47:50,NA,13-07-2016,NA
485,City,264,Cancelled,09:33:00,NA,11-07-2016,NA
647,City,264,Cancelled,12:37:00,NA,11-07-2016,NA
1858,City,264,Cancelled,09:54:00,NA,12-07-2016,NA
4755,City,264,Cancelled,15:17:34,NA,14-07-2016,NA
5769,City,264,Cancelled,08:21:38,NA,15-07-2016,NA
2988,City,265,Cancelled,07:09:54,NA,13-07-2016,NA
553,City,266,Cancelled,10:09:00,NA,11-07-2016,NA
676,City,266,Cancelled,13:23:00,NA,11-07-2016,NA
1516,City,266,Cancelled,05:44:00,NA,12-07-2016,NA
1763,City,266,Cancelled,08:51:00,NA,12-07-2016,NA
4144,City,266,Cancelled,04:50:45,NA,14-07-2016,NA
6541,Airport,266,Cancelled,20:54:48,NA,15-07-2016,NA
147,City,267,Cancelled,05:26:00,NA,11-07-2016,NA
2881,City,267,Cancelled,05:58:31,NA,13-07-2016,NA
2964,City,267,Cancelled,06:48:48,NA,13-07-2016,NA
4236,City,267,Cancelled,05:53:18,NA,14-07-2016,NA
4447,City,267,Cancelled,08:32:05,NA,14-07-2016,NA
4579,Airport,267,Cancelled,10:04:05,NA,14-07-2016,NA
5720,City,267,Cancelled,07:37:57,NA,15-07-2016,NA
5820,City,267,Cancelled,08:50:10,NA,15-07-2016,NA
6487,Airport,267,Cancelled,20:23:14,NA,15-07-2016,NA
120,City,268,Cancelled,05:04:00,NA,11-07-2016,NA
1560,City,268,Cancelled,06:06:00,NA,12-07-2016,NA
4815,Airport,268,Cancelled,17:18:23,NA,14-07-2016,NA
166,City,269,Cancelled,05:41:00,NA,11-07-2016,NA
1655,Airport,269,Cancelled,07:27:00,NA,12-07-2016,NA
1670,City,269,Cancelled,07:36:00,NA,12-07-2016,NA
3026,City,269,Cancelled,07:29:18,NA,13-07-2016,NA
3388,City,269,Cancelled,14:36:39,NA,13-07-2016,NA
5809,City,269,Cancelled,08:48:20,NA,15-07-2016,NA
6080,Airport,269,Cancelled,14:17:28,NA,15-07-2016,NA
1545,Airport,270,Cancelled,06:01:00,NA,12-07-2016,NA
3032,City,270,Cancelled,07:33:57,NA,13-07-2016,NA
3156,City,270,Cancelled,09:00:40,NA,13-07-2016,NA
4741,City,270,Cancelled,14:52:18,NA,14-07-2016,NA
5582,City,270,Cancelled,05:52:11,NA,15-07-2016,NA
5677,City,270,Cancelled,07:06:05,NA,15-07-2016,NA
5989,Airport,270,Cancelled,11:46:11,NA,15-07-2016,NA
417,City,271,Cancelled,08:42:00,NA,11-07-2016,NA
1437,City,271,Cancelled,04:42:00,NA,12-07-2016,NA
3063,City,271,Cancelled,07:55:16,NA,13-07-2016,NA
3100,City,271,Cancelled,08:18:13,NA,13-07-2016,NA
3148,City,271,Cancelled,09:02:46,NA,13-07-2016,NA
305,City,272,Cancelled,07:17:00,NA,11-07-2016,NA
1511,City,272,Cancelled,05:40:00,NA,12-07-2016,NA
2830,City,272,Cancelled,05:19:51,NA,13-07-2016,NA
2938,City,272,Cancelled,06:33:04,NA,13-07-2016,NA
346,City,273,Cancelled,07:54:00,NA,11-07-2016,NA
1684,City,274,Cancelled,07:50:00,NA,12-07-2016,NA
3027,City,274,Cancelled,07:26:36,NA,13-07-2016,NA
3017,Airport,274,Cancelled,07:29:44,NA,13-07-2016,NA
4926,Airport,274,Cancelled,18:20:41,NA,14-07-2016,NA
2222,City,275,Cancelled,18:03:00,NA,12-07-2016,NA
2237,City,275,Cancelled,18:19:00,NA,12-07-2016,NA
4207,City,275,Cancelled,05:30:56,NA,14-07-2016,NA
4223,City,275,Cancelled,05:46:02,NA,14-07-2016,NA
4452,City,275,Cancelled,08:34:36,NA,14-07-2016,NA
5632,City,275,Cancelled,06:35:32,NA,15-07-2016,NA
5879,City,275,Cancelled,09:27:08,NA,15-07-2016,NA
395,City,276,Cancelled,08:32:00,NA,11-07-2016,NA
495,City,276,Cancelled,09:37:00,NA,11-07-2016,NA
1228,City,276,Cancelled,21:37:00,NA,11-07-2016,NA
1481,City,277,Cancelled,05:24:00,NA,12-07-2016,NA
1616,City,277,Cancelled,06:54:00,NA,12-07-2016,NA
1627,City,277,Cancelled,07:02:00,NA,12-07-2016,NA
1726,City,277,Cancelled,08:25:00,NA,12-07-2016,NA
2789,City,277,Cancelled,04:50:46,NA,13-07-2016,NA
3552,Airport,277,Cancelled,18:01:34,NA,13-07-2016,NA
4130,City,277,Cancelled,04:41:54,NA,14-07-2016,NA
294,City,278,Cancelled,07:12:00,NA,11-07-2016,NA
315,City,278,Cancelled,07:34:00,NA,11-07-2016,NA
1718,City,278,Cancelled,08:14:00,NA,12-07-2016,NA
2122,City,278,Cancelled,16:50:00,NA,12-07-2016,NA
2387,City,278,Cancelled,19:46:00,NA,12-07-2016,NA
140,City,279,Cancelled,05:17:00,NA,11-07-2016,NA
505,City,279,Cancelled,09:44:00,NA,11-07-2016,NA
2950,City,279,Cancelled,06:40:30,NA,13-07-2016,NA
5800,City,279,Cancelled,08:44:20,NA,15-07-2016,NA
1877,City,280,Cancelled,10:03:00,NA,12-07-2016,NA
3437,City,280,Cancelled,16:10:20,NA,13-07-2016,NA
3820,Airport,280,Cancelled,21:07:32,NA,13-07-2016,NA
5076,City,280,Cancelled,19:38:01,NA,14-07-2016,NA
5660,City,280,Cancelled,07:02:00,NA,15-07-2016,NA
6242,Airport,280,Cancelled,17:55:10,NA,15-07-2016,NA
6321,Airport,280,Cancelled,18:37:53,NA,15-07-2016,NA
3086,City,281,Cancelled,08:12:18,NA,13-07-2016,NA
4538,City,281,Cancelled,09:38:03,NA,14-07-2016,NA
1233,Airport,282,Cancelled,21:38:00,NA,11-07-2016,NA
1883,City,282,Cancelled,10:06:00,NA,12-07-2016,NA
3233,City,282,Cancelled,10:01:44,NA,13-07-2016,NA
3237,City,282,Cancelled,10:06:32,NA,13-07-2016,NA
3577,Airport,282,Cancelled,18:24:15,NA,13-07-2016,NA
219,City,283,Cancelled,06:15:00,NA,11-07-2016,NA
493,City,283,Cancelled,09:30:00,NA,11-07-2016,NA
1575,City,283,Cancelled,06:23:00,NA,12-07-2016,NA
5631,City,283,Cancelled,06:36:14,NA,15-07-2016,NA
109,City,284,Cancelled,05:01:00,NA,11-07-2016,NA
299,City,284,Cancelled,07:13:00,NA,11-07-2016,NA
347,City,284,Cancelled,07:51:00,NA,11-07-2016,NA
538,City,284,Cancelled,10:00:00,NA,11-07-2016,NA
3250,City,284,Cancelled,10:09:28,NA,13-07-2016,NA
3983,City,284,Cancelled,23:19:23,NA,13-07-2016,NA
2948,City,285,Cancelled,06:39:27,NA,13-07-2016,NA
2982,City,285,Cancelled,07:04:21,NA,13-07-2016,NA
3055,City,285,Cancelled,07:48:58,NA,13-07-2016,NA
3759,City,285,Cancelled,20:34:32,NA,13-07-2016,NA
4389,City,285,Cancelled,07:56:57,NA,14-07-2016,NA
5949,City,285,Cancelled,10:30:58,NA,15-07-2016,NA
441,City,286,Cancelled,09:05:00,NA,11-07-2016,NA
1109,City,286,Cancelled,20:23:00,NA,11-07-2016,NA
1693,Airport,286,Cancelled,07:50:00,NA,12-07-2016,NA
3198,City,286,Cancelled,09:39:19,NA,13-07-2016,NA
4507,City,286,Cancelled,09:09:57,NA,14-07-2016,NA
6058,City,286,Cancelled,13:47:11,NA,15-07-2016,NA
1630,City,287,Cancelled,07:03:00,NA,12-07-2016,NA
3451,Airport,287,Cancelled,16:53:56,NA,13-07-2016,NA
3839,Airport,287,Cancelled,21:28:41,NA,13-07-2016,NA
4258,City,287,Cancelled,06:12:03,NA,14-07-2016,NA
4677,Airport,287,Cancelled,12:45:00,NA,14-07-2016,NA
5603,City,287,Cancelled,06:08:31,NA,15-07-2016,NA
186,City,288,Cancelled,05:48:00,NA,11-07-2016,NA
2094,Airport,288,Cancelled,15:51:00,NA,12-07-2016,NA
4354,City,288,Cancelled,07:26:35,NA,14-07-2016,NA
340,City,289,Cancelled,07:51:00,NA,11-07-2016,NA
5499,City,289,Cancelled,05:07:17,NA,15-07-2016,NA
151,City,290,Cancelled,05:27:00,NA,11-07-2016,NA
316,City,290,Cancelled,07:26:00,NA,11-07-2016,NA
561,City,290,Cancelled,10:10:00,NA,11-07-2016,NA
1582,City,290,Cancelled,06:23:00,NA,12-07-2016,NA
1871,City,290,Cancelled,10:04:00,NA,12-07-2016,NA
4213,City,290,Cancelled,05:39:02,NA,14-07-2016,NA
5801,City,290,Cancelled,08:40:03,NA,15-07-2016,NA
144,City,291,Cancelled,05:24:00,NA,11-07-2016,NA
1383,City,291,Cancelled,01:12:00,NA,12-07-2016,NA
3216,City,291,Cancelled,09:50:23,NA,13-07-2016,NA
184,City,292,Cancelled,05:49:00,NA,11-07-2016,NA
4435,City,292,Cancelled,08:25:24,NA,14-07-2016,NA
5623,City,292,Cancelled,06:27:46,NA,15-07-2016,NA
2837,City,293,Cancelled,05:19:53,NA,13-07-2016,NA
5812,City,293,Cancelled,08:44:40,NA,15-07-2016,NA
407,City,294,Cancelled,08:33:00,NA,11-07-2016,NA
486,City,294,Cancelled,09:29:00,NA,11-07-2016,NA
4489,City,294,Cancelled,08:53:51,NA,14-07-2016,NA
1251,City,295,Cancelled,21:47:00,NA,11-07-2016,NA
2875,City,295,Cancelled,05:54:23,NA,13-07-2016,NA
3104,City,295,Cancelled,08:25:16,NA,13-07-2016,NA
3909,City,295,Cancelled,22:13:42,NA,13-07-2016,NA
4338,City,295,Cancelled,07:20:59,NA,14-07-2016,NA
4479,City,295,Cancelled,08:41:51,NA,14-07-2016,NA
3187,City,296,Cancelled,09:31:32,NA,13-07-2016,NA
4251,City,296,Cancelled,05:55:36,NA,14-07-2016,NA
5514,City,296,Cancelled,05:08:25,NA,15-07-2016,NA
5690,City,296,Cancelled,07:20:54,NA,15-07-2016,NA
